full_date,speech_name,raw_spoke_to,vars.link,spoke_to,org_exist,place_1,place_2,name,position_cat,any_speech,bankersfinance,other_private,otherregulators,io,community_organisations,thinktank,press_association,prof_econ_assoc,university,hearing,trade_assoc,non_finance_gov,nonbuinessadvocacy,social_events,economic_literacy,other,org
08-Mar-05,The Economic Outlook,"At a Finance Committee luncheon of the Executives̥ Club of Chicago, Chicago, Illinois",http://www.federalreserve.gov/boarddocs/speeches/2005/20050308/default.htm,inance Committee luncheon of the Executives̥ Club of Chicago,, Chicago, Illinois,Ben S. Bernanke,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8
10-Mar-05,Globalization,"At the Council on Foreign Relations, New York, New York",http://www.federalreserve.gov/boarddocs/speeches/2005/20050310/default.htm,Council on Foreign Relations,, New York, New York,Alan Greenspan,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6
10-Mar-05,The Global Saving Glut and the U.S. Current Account Deficit,"At the Sandridge Lecture, Virginia Association of Economics, Richmond, Virginia, Governor Bernanke presented similar remarks with updated data at the Homer Jones Lecture, St. Louis, Missouri, on April 14, 2005.",http://www.federalreserve.gov/boarddocs/speeches/2005/200503102/default.htm,Sandridge Lecture,, Virginia Association of Economics, Richmond,Ben S. Bernanke,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,9
11-Mar-05,Bank regulation,"Before the Independent Community Bankers of America National Convention, San Antonio, Texas (via videoconference)",http://www.federalreserve.gov/boarddocs/speeches/2005/20050311/default.htm,the Independent Community Bankers of America National Convention,, San Antonio, Texas (via videoc,Alan Greenspan,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
14-Mar-05,Bank Secrecy Act and Capital Compliance Issues,"At the Institute of International Bankers Annual Washington Conference, Washington, D.C.",http://www.federalreserve.gov/boarddocs/speeches/2005/20050314/default.htm,Institute of International Bankers Annual Washington Conference,, Washington, D.C.,Susan Schmidt Bies,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
18-Mar-05,"Empowering Communities, Attracting Development Capital, and Creating Opportunities","At the 2005 National Community Reinvestment Coalition Conference, Washington, D.C.",http://www.federalreserve.gov/boarddocs/speeches/2005/20050318/default.htm,2005 National Community Reinvestment Coalition Conference,, Washington, D.C.,Alan Greenspan,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5
30-Mar-05,Implementing Monetary Policy,"At the Redefining Investment Strategy Education Symposium, Dayton, Ohio",http://www.federalreserve.gov/boarddocs/speeches/2005/20050330/default.htm,Redefining Investment Strategy Education Symposium,, Dayton, Ohio,Ben S. Bernanke,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,15
31-Mar-05,"Home Mortgage Disclosure Act, Bank Secrecy Act, and Capital Issues ","At the Financial Services Roundtable Annual Meeting, Palm Beach, Florida",http://www.federalreserve.gov/boarddocs/speeches/2005/20050331/default.htm,Financial Services Roundtable Annual Meeting,, Palm Beach, Florida,Susan Schmidt Bies,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
05-Apr-05,Energy,"Before the National Petrochemical and Refiners Association Conference, San Antonio, Texas, (via satellite)",http://www.federalreserve.gov/boarddocs/speeches/2005/20050405/default.htm,the National Petrochemical and Refiners Association Conference,, San Antonio, Texas,Alan Greenspan,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
08-Apr-05,Consumer Finance,"At the Federal Reserve System̥s Fourth Annual Community Affairs Research Conference, Washington, D.C.",http://www.federalreserve.gov/boarddocs/speeches/2005/20050408/default.htm,Federal Reserve System̥s Fourth Annual Community Affairs Research Conference,, Washington, D.C.,Alan Greenspan,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5
14-Apr-05,Economic Outlook,"At the 2005 Conference of Twelfth District Directors, Federal Reserve Bank of San Francisco, San Francisco, California",http://www.federalreserve.gov/boarddocs/speeches/2005/200504142/default.htm,2005 Conference of Twelfth District Directors,, Federal Reserve Bank of San Francisco, San Franci,Donald L. Kohn,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
14-Apr-05,The Global Saving Glut and the U.S. Current Account Deficit,"At the Homer Jones Lecture, St. Louis, Missouri, Governor Ben S. Bernanke presented similar remarks at the Sandridge Lecture, Virginia Association of Economists, Richmond, Virginia, on March 10, 2005. Data from that speech are updated.",http://www.federalreserve.gov/boarddocs/speeches/2005/20050414/default.htm,Homer Jones Lecture,, St. Louis, Missouri,Ben S. Bernanke,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,8
18-Apr-05,The Economy and Managing Personal Finances,"At the Canisius College Richard J. Wehle School of Business Community Business Luncheon, Buffalo, New York",http://www.federalreserve.gov/boarddocs/speeches/2005/20050418/default.htm,Canisius College Richard J. Wehle School of Business Community Business Luncheon,, Buffalo, New Y,Susan Schmidt Bies,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9
20-Apr-05,U.S. Current Account Deficit: Causes and Consequences,"To the Economics Club of the University of North Carolina at Chapel Hill, Chapel Hill, North Carolina",http://www.federalreserve.gov/boarddocs/speeches/2005/20050420/default.htm,Economics Club of the University of North Carolina at Chapel Hill,, Chapel Hill, North Carolina,Roger W. Ferguson,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9
21-Apr-05,A First Step in Dealing with Growing Retirement Costs,"At the Spring 2005 Banking and Finance Lecture, Widener University, Chester, Pennsylvania",http://www.federalreserve.gov/boarddocs/speeches/2005/20050421/default.htm,Spring 2005 Banking and Finance Lecture,, Widener University, Chester,Edward M. Gramlich,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9
22-Apr-05,Imbalances in the U.S. Economy,"At the 15th Annual Hyman P. Minsky Conference, The Levy Economics Institute of Bard College, Annandale-on-Hudson, New York",http://www.federalreserve.gov/boarddocs/speeches/2005/20050422/default.htm,15th Annual Hyman P. Minsky Conference,, The Levy Economics Institute of Bard College, Annandale-,Donald L. Kohn,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9
27-Apr-05,The Evolution of Central Banking in the United States,"At a European Central Bank Colloquium in Honor of Tommaso Padoa-Schioppa, The European Central Bank, Frankfurt, Germany",http://www.federalreserve.gov/boarddocs/speeches/2005/20050427/default.htm,uropean Central Bank Colloquium in Honor of Tommaso Padoa-Schioppa,, The European Central Bank, Fr,Roger W. Ferguson,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
05-May-05,Risk Transfer and Financial Stability,"To the Federal Reserve Bank of Chicago's Forty-first Annual Conference on Bank Structure, Chicago, Illinois, (via satellite)",http://www.federalreserve.gov/boarddocs/speeches/2005/20050505/default.htm,Federal Reserve Bank of Chicago's Forty-first Annual Conference on Bank Structure,, Chicago, Illi,Alan Greenspan,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
12-May-05,Globalization: Evidence and Policy Implications ,"To the Association for Financial Professionals Global Corporate Treasurers Forum, San Francisco, California, (via videoconference)",http://www.federalreserve.gov/boarddocs/speeches/2005/20050512/default.htm,Association for Financial Professionals Global Corporate Treasurers Forum,, San Francisco, Califo,Roger W. Ferguson,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
15-May-05,Commencement address,"At the Wharton School, University of Pennsylvania, Philadelphia, Pennsylvania",http://www.federalreserve.gov/boarddocs/speeches/2005/20050515/default.htm,Wharton School,, University of Pennsylvania, Philadelphia,Alan Greenspan,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9
16-May-05,Basel II,"At the Annual Washington Briefing Conference of the Financial Women's Association, Washington, D.C.",http://www.federalreserve.gov/boarddocs/speeches/2005/20050516/default.htm,Annual Washington Briefing Conference of the Financial Women's Association,, Washington, D.C.,Mark W. Olson,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,13
17-May-05,Financial Stability Benefits and Implementation Challenges of Basel II,"At the Central Bank of the Republic of Turkey̥s International Conference on Financial Stability and Implications of Basel II, Istanbul, Turkey",http://www.federalreserve.gov/boarddocs/speeches/2005/20050517/default.htm,Central Bank of the Republic of Turkey̥s International Conference on Financial Stability and Im,,,,Susan Schmidt Bies,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
19-May-05,The Federal Reserve in an Electronic World ,"At the 2005 Payments Conference, Federal Reserve Bank of Chicago, Chicago, Illinois",http://www.federalreserve.gov/boarddocs/speeches/2005/200505193/default.htm,2005 Payments Conference,, Federal Reserve Bank of Chicago, Chicago,Mark W. Olson,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
19-May-05,Observations on Measuring and Managing Operational Risk under Basel II ,"At the Federal Reserve System̥s Conference on Implementing an Advanced Measurement Approach for Operational Risk, Boston, Massachusetts",http://www.federalreserve.gov/boarddocs/speeches/2005/200505192/default.htm,Federal Reserve System̥s Conference on Implementing an Advanced Measurement Approach for Operat,,,,Susan Schmidt Bies,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
19-May-05,Government-sponsored enterprises,"To the Conference on Housing, Mortgage Finance, and the Macroeconomy, Federal Reserve Bank of Atlanta, Atlanta, Georgia,(via satellite)",http://www.federalreserve.gov/boarddocs/speeches/2005/20050519/default.htm,Conference on Housing,, Mortgage Finance, and the Macroeconomy,Alan Greenspan,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
20-May-05,Energy,"Before the Economic Club of New York, New York, New York",http://www.federalreserve.gov/boarddocs/speeches/2005/200505202/default.htm,the Economic Club of New York,, New York, New York,Alan Greenspan,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8
20-May-05,Modeling Inflation: A Policymaker̥s Perspective ,"To the International Research Forum on Monetary Policy Conference, Frankfurt am Main, Germany",http://www.federalreserve.gov/boarddocs/speeches/2005/20050520/default.htm,International Research Forum on Monetary Policy Conference,, Frankfurt am Main, Germany,Donald L. Kohn,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6
26-May-05,The Politics of Inflation Targeting ,"At the Euromoney Inflation Conference, Paris, France",http://www.federalreserve.gov/boarddocs/speeches/2005/20050526/default.htm,Euromoney Inflation Conference,, Paris, France,Edward M. Gramlich,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
26-May-05,Capital and Risk Management,"At the Women in Housing and Finance Spring Symposium, Capital Issues for Financial Institutions, Washington, D.C.",http://www.federalreserve.gov/boarddocs/speeches/2005/200505262/default.htm,Women in Housing and Finance Spring Symposium,, Capital Issues for Financial Institutions, Washin,Susan Schmidt Bies,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,13
27-May-05,Asset Prices and Monetary Liquidity,"To the Seventh Deutsche Bundesbank Spring Conference, Berlin, Germany",http://www.federalreserve.gov/boarddocs/speeches/2005/20050527/default.htm,Seventh Deutsche Bundesbank Spring Conference,, Berlin, Germany,Roger W. Ferguson,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
03-Jun-05,The Health of the Banking Industry,"At the Annual Meeting of the Conference of State Banking Supervisors, San Antonio, Texas",http://www.federalreserve.gov/boarddocs/speeches/2005/200506032/default.htm,Annual Meeting of the Conference of State Banking Supervisors,, San Antonio, Texas,Mark W. Olson,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
03-Jun-05,HMDA Data and Their Effect on Mortgage Markets,"At the National Association of Real Estate Editors, Washington, D.C.",http://www.federalreserve.gov/boarddocs/speeches/2005/20050603/default.htm,National Association of Real Estate Editors,, Washington, D.C.,Edward M. Gramlich,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
06-Jun-05,Central Bank panel discussion,"To the International Monetary Conference, Beijing, People̥s Republic of China (via satellite)",http://www.federalreserve.gov/boarddocs/speeches/2005/20050606/default.htm,International Monetary Conference,, Beijing, People̥s Republic of China (via satellite),Alan Greenspan,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
07-Jun-05,Community Banks: A Regulatory Update ,"At the American Bankers Association Chief Financial Officers Exchange Conference, Chicago, Illinois",http://www.federalreserve.gov/boarddocs/speeches/2005/20050607/default.htm,American Bankers Association Chief Financial Officers Exchange Conference,, Chicago, Illinois,Susan Schmidt Bies,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
08-Jun-05,Enhancing Risk Management under Basel II ,"At the Risk USA 2005 Congress, Boston, Massachusetts",http://www.federalreserve.gov/boarddocs/speeches/2005/20050608/default.htm,Risk USA 2005 Congress,, Boston, Massachusetts,Susan Schmidt Bies,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
14-Jun-05,Current Regulatory Issues,"At the North Carolina Bankers Association 109th Annual Convention, Kiawah Island, South Carolina",http://www.federalreserve.gov/boarddocs/speeches/2005/20050614/default.htm,North Carolina Bankers Association 109th Annual Convention,, Kiawah Island, South Carolina,Susan Schmidt Bies,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
15-Jun-05,Managing Risk in a Changing Economic and Financial Landscape,"At the Banker̥s Association for Finance and Trade and Institute of International Bankers Conference, New York, New York",http://www.federalreserve.gov/boarddocs/speeches/2005/20050615/default.htm,Banker̥s Association for Finance and Trade and Institute of International Bankers Conference,, N,,Donald L. Kohn,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
23-Jun-05,Revisiting Traditional Paths to Ownership,"At the Community Development Policy Summit, Federal Reserve Bank of Cleveland, Cleveland, Ohio",http://www.federalreserve.gov/boarddocs/speeches/2005/20050623/default.htm,Community Development Policy Summit,, Federal Reserve Bank of Cleveland, Cleveland,Mark W. Olson,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
21-Jul-05,Monetary Policy Perspectives on Risk Premiums in Financial Markets,"At the Financial Market Risk Premiums Conference, Federal Reserve Board, Washington, D.C.",http://www.federalreserve.gov/boarddocs/speeches/2005/20050721/default.htm,Financial Market Risk Premiums Conference,, Federal Reserve Board, Washington,Donald L. Kohn,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
26-Aug-05,Reflections on central banking,"At a symposium sponsored by the Federal Reserve Bank of Kansas City, Jackson Hole, Wyoming",http://www.federalreserve.gov/boarddocs/speeches/2005/20050826/default.htm,ymposium sponsored by the Federal Reserve Bank of Kansas City,, Jackson Hole, Wyoming,Alan Greenspan,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
27-Aug-05,Closing remarks,"At a symposium sponsored by the Federal Reserve Bank of Kansas City, Jackson Hole, Wyoming",http://www.federalreserve.gov/boarddocs/speeches/2005/200508272/default.htm,ymposium sponsored by the Federal Reserve Bank of Kansas City,, Jackson Hole, Wyoming,Alan Greenspan,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
27-Aug-05,"Panel discussion: Financial Markets, Financial Fragility, and Central Banking","At a symposium sponsored by the Federal Reserve Bank of Kansas City, Jackson Hole, Wyoming",http://www.federalreserve.gov/boarddocs/speeches/2005/20050827/default.htm,ymposium sponsored by the Federal Reserve Bank of Kansas City,, Jackson Hole, Wyoming,Donald L. Kohn,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
16-Sep-05,Business Trends and Management Challenges for the Banking Industry,"At the Annual Economic Outlook Conference, Middle Tennessee State University, Murfreesboro, Tennessee",http://www.federalreserve.gov/boarddocs/speeches/2005/20050916/default.htm,Annual Economic Outlook Conference,, Middle Tennessee State University, Murfreesboro,Mark W. Olson,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8
24-Sep-05,The Financial Stability Forum meeting,"At the International Monetary and Financial Committee Meeting, Washington, D.C.",http://www.federalreserve.gov/boarddocs/speeches/2005/20050924/default.htm,International Monetary and Financial Committee Meeting,, Washington, D.C.,Roger W. Ferguson,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
26-Sep-05,Basel II Developments in the United States,"Before the Institute of International Bankers, Washington, D.C.",http://www.federalreserve.gov/boarddocs/speeches/2005/20050926/default.htm,the Institute of International Bankers,, Washington, D.C.,Susan Schmidt Bies,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
26-Sep-05,Mortgage banking,"To the American Bankers Association Annual Convention, Palm Desert, California (via satellite)",http://www.federalreserve.gov/boarddocs/speeches/2005/200509262/default.htm,American Bankers Association Annual Convention,, Palm Desert, California (via satellite),Alan Greenspan,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
27-Sep-05,Economic flexibility,"To the National Association for Business Economics Annual Meeting, Chicago, Illinois (via satellite)",http://www.federalreserve.gov/boarddocs/speeches/2005/20050927/default.htm,National Association for Business Economics Annual Meeting,, Chicago, Illinois (via satellite),Alan Greenspan,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8
28-Sep-05,U.S. currency,"At the unveiling of the new $10 note design, New York, New York",http://www.federalreserve.gov/boarddocs/speeches/2005/20050928/default.htm,unveiling of the new $10 note design,, New York, New York,Roger W. Ferguson,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,14
29-Sep-05,Inflation Modeling: A Policymaker̥s Perspective,"At the Quantitative Evidence on Price Determination Conference, Washington, D.C.",http://www.federalreserve.gov/boarddocs/speeches/2005/20050929/default.htm,Quantitative Evidence on Price Determination Conference,, Washington, D.C.,Donald L. Kohn,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6
11-Oct-05,"Globalization, Inflation, and Monetary Policy","At the James R. Wilson Lecture Series, The College of Wooster, Wooster, Ohio",http://www.federalreserve.gov/boarddocs/speeches/2005/20051011/default.htm,James R. Wilson Lecture Series,, The College of Wooster, Wooster,Donald L. Kohn,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9
12-Oct-05,Update on the U.S. Economy and Fiscal Outlook,"At the Fraser Institute Roundtable Luncheon, Vancouver, British Columbia, Canada, Governor Mark W. Olson presented identical remarks at the Albers School of Business and Economics, Executive Speakers Series, Seattle University, Seattle, Washington, on October 13, 2005",http://www.federalreserve.gov/boarddocs/speeches/2005/200510123/default.htm,Fraser Institute Roundtable Luncheon,, Vancouver, British Columbia,Mark W. Olson,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,9
12-Oct-05,Regulatory Issues,"At the National Bankers Association Annual Convention, Beverly Hills, California",http://www.federalreserve.gov/boarddocs/speeches/2005/200510122/default.htm,National Bankers Association Annual Convention,, Beverly Hills, California,Susan Schmidt Bies,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12-Oct-05,Economic flexibility,"Before the National Italian American Foundation, Washington, D.C.",http://www.federalreserve.gov/boarddocs/speeches/2005/20051012/default.htm,the National Italian American Foundation,, Washington, D.C.,Alan Greenspan,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6
13-Oct-05,Update on the U.S. Economy and Fiscal Outlook,"At the Albers School of Business and Economics, Executive Speakers Series, Seattle University, Seattle, Washington, Governor Mark W. Olson presented identical remarks at the Fraser Institute Roundtable Luncheon, Vancouver, British Columbia, Canada, on October 12, 2005",http://www.federalreserve.gov/boarddocs/speeches/2005/200510123/default.htm,Albers School of Business and Economics,, Executive Speakers Series, Seattle University,Mark W. Olson,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,9
17-Oct-05,Energy,"Before the Japan Business Federation, the Japan Chamber of Commerce and Industry, and the Japan Association of Corporate Executives, Tokyo, Japan",http://www.federalreserve.gov/boarddocs/speeches/2005/20051017/default.htm,the Japan Business Federation,, the Japan Chamber of Commerce and Industry, and the Japan Associa,Alan Greenspan,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8
18-Oct-05,Economic Outlook for the United States ,"To the Metropolitan Trenton African American Chamber of Commerce, Trenton, New Jersey",http://www.federalreserve.gov/boarddocs/speeches/2005/20051018/default.htm,Metropolitan Trenton African American Chamber of Commerce,, Trenton, New Jersey,Roger W. Ferguson,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8
19-Oct-05,The Economic Outlook,"At the 2006 Global Economic and Investment Outlook Conference, Carnegie-Mellon University, Pittsburgh, Pennsylvania",http://www.federalreserve.gov/boarddocs/speeches/2005/20051019/default.htm,2006 Global Economic and Investment Outlook Conference,, Carnegie-Mellon University, Pittsburgh,Donald L. Kohn,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9
26-Oct-05,Remarks on receipt of the Truman Medal for Economic Policy ,"Before the Truman Medal Award and Economics Conference, Kansas City, Missouri",http://www.federalreserve.gov/boarddocs/speeches/2005/20051026/default.htm,the Truman Medal Award and Economics Conference,, Kansas City, Missouri,Alan Greenspan,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8
27-Oct-05,Opening remarks,"At the dedication of the Houston Branch building of the Federal Reserve Bank of Dallas, Houston, Texas",http://www.federalreserve.gov/boarddocs/speeches/2005/20051027/default.htm,dedication of the Houston Branch building of the Federal Reserve Bank of Dallas,, Houston, Texas,Alan Greenspan,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
03-Nov-05,"Monetary Credibility, Inflation, and Economic Growth","At the Cato Institute 23rd Annual Monetary Conference on Monetary Institutions & Economic Development, Washington, D.C.",http://www.federalreserve.gov/boarddocs/speeches/2005/20051103/default.htm,Cato Institute 23rd Annual Monetary Conference on Monetary Institutions & Economic Development,,,,Roger W. Ferguson,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6
07-Nov-05,A Look at Fair Lending through the Lens of the New HMDA Data,"Before the Consumer Bankers Association 2005 Fair Lending Conference, Arlington, Virginia",http://www.federalreserve.gov/boarddocs/speeches/2005/20051107/default.htm,the Consumer Bankers Association 2005 Fair Lending Conference,, Arlington, Virginia,Mark W. Olson,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
14-Nov-05,Stability and Economic Growth: The Role of the Central Bank,"Before the Banco de Mexico's 80th Anniversary International Conference, Mexico City (via videoconference)",http://www.federalreserve.gov/boarddocs/speeches/2005/20051114/default.htm,the Banco de Mexico's 80th Anniversary International Conference,, Mexico City (via videoconferenc,,Alan Greenspan,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
15-Nov-05,Perspectives on the Development of a Unified National Payments System in the United States ,"At the First EU/U.S. Retail Banking Forum Conference, Brussels, Belgium",http://www.federalreserve.gov/boarddocs/speeches/2005/20051115/default.htm,First EU/U.S. Retail Banking Forum Conference,, Brussels, Belgium,Mark W. Olson,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
15-Nov-05,Asset Price Levels and Volatility: Causes and Implications,"To the Banco de Mexico International Conference, Mexico City, Mexico",http://www.federalreserve.gov/boarddocs/speeches/2005/200511152/default.htm,Banco de Mexico International Conference,, Mexico City, Mexico,Roger W. Ferguson,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
28-Nov-05,Financial Regulation: Seeking the Middle Way,"To the Fourth Joint Central Bank Research Conference on Risk Management and Systemic Risk, Frankfurt, Germany, (via videoconference)",http://www.federalreserve.gov/boarddocs/speeches/2005/20051128/default.htm,Fourth Joint Central Bank Research Conference on Risk Management and Systemic Risk,, Frankfurt, G,Roger W. Ferguson,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
29-Nov-05,Recent Changes in Household Finances and Home Lending,"To the monthly meeting of the Epsilon Boule Fraternity for African-American Leaders, Washington, D.C.",http://www.federalreserve.gov/boarddocs/speeches/2005/20051129/default.htm,monthly meeting of the Epsilon Boule Fraternity for African-American Leaders,, Washington, D.C.,Roger W. Ferguson,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,13
30-Nov-05,Recent Developments in Regulatory Capital,"At the Standard & Poor̥s North American Financial Institutions Conference, New York, New York",http://www.federalreserve.gov/boarddocs/speeches/2005/20051130/default.htm,Standard & Poor̥s North American Financial Institutions Conference,, New York, New York,Susan Schmidt Bies,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
02-Dec-05,International imbalances,"Before the Advancing Enterprise Conference, London, England",http://www.federalreserve.gov/boarddocs/speeches/2005/200512022/default.htm,the Advancing Enterprise Conference,, London, England,Alan Greenspan,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
02-Dec-05,Budget policy,"To the Federal Reserve Bank of Philadelphia Policy Forum, Philadelphia, Pennsylvania (videotaped remarks)",http://www.federalreserve.gov/boarddocs/speeches/2005/20051202/default.htm,Federal Reserve Bank of Philadelphia Policy Forum,, Philadelphia, Pennsylvania (videotaped remark,Alan Greenspan,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
05-Dec-05,Economic Growth: Lessons from the Sioux Falls Experience,"At a Rotary Club luncheon, Sioux Falls, South Dakota",http://www.federalreserve.gov/boarddocs/speeches/2005/20051205/default.htm,otary Club luncheon,, Sioux Falls, South Dakota,Mark W. Olson,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4
06-Dec-05,Linkages between Internal Capital Measures and Regulatory Capital Requirements,"At the International Center for Business Information's Risk Management Conference: Basel Summit, Geneva, Switzerland",http://www.federalreserve.gov/boarddocs/speeches/2005/20051206/default.htm,International Center for Business Information's Risk Management Conference: Basel Summit,, Geneva,,Susan Schmidt Bies,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6
14-Dec-05,Remarks on receipt of honorary degree,"Convocation, New York University, New York, New York",http://www.federalreserve.gov/boarddocs/speeches/2005/20051214/default.htm,ation,, New York University, New York,Alan Greenspan,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9
18-Jan-06,Productivity and Economic Outlook,"Before the Tech Council of Maryland's Financial Executive Forum, Bethesda, Maryland",http://www.federalreserve.gov/newsevents/speech/bies20060118a.htm,the Tech Council of Maryland's Financial Executive Forum,, Bethesda, Maryland,Susan Schmidt Bies,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
02-Feb-06,The Continuous Challenges of Risk Management,"At the Financial Services Institute, Washington, D.C.",http://www.federalreserve.gov/newsevents/speech/bies20060202a.htm,Financial Services Institute,, Washington, D.C.,Susan Schmidt Bies,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
06-Feb-06,Remarks at ceremonial swearing-in by President Bush,"At the ceremonial swearing-in by President Bush, Federal Reserve Board of Governors, Washington, D.C.",http://www.federalreserve.gov/newsevents/speech/bernanke20060206a.htm,ceremonial swearing-in by President Bush,, Federal Reserve Board of Governors, Washington,Ben S. Bernanke,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
23-Feb-06,"Globalization, Insurers, and Regulators: Shared Challenges Call for Collaborative Solutions","At the National Association of Insurance Commissioners (NAIC) International Insurance Symposium, Washington, D.C.",http://www.federalreserve.gov/newsevents/speech/ferguson20060223a.htm,National Association of Insurance Commissioners (NAIC) International Insurance Symposium,, Washin,,Roger W. Ferguson,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
