full_date,speech_name,raw_spoke_to,vars.link,spoke_to,org_exist,place_1,place_2,name,position_cat,any_speech,bankersfinance,other_private,otherregulators,io,community_organisations,thinktank,press_association,prof_econ_assoc,university,hearing,trade_assoc,non_finance_gov,nonbuinessadvocacy,social_events,economic_literacy,other,org
08-Jan-02,Why central banks should talk,"At the Graduate Institute of International Studies, Geneva, Switzerland",http://www.federalreserve.gov/boarddocs/speeches/2002/20020108/default.htm,Graduate Institute of International Studies,, Geneva, Switzerland,Roger W. Ferguson,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9
10-Jan-02,Economic development and financial literacy,"At the Ninth Annual Economic Development Summit, The Greenlining Institute, Oakland, California",http://www.federalreserve.gov/boarddocs/speeches/2002/20020110/default.htm,Ninth Annual Economic Development Summit,, The Greenlining Institute, Oakland,Alan Greenspan,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6
11-Jan-02,The economy,"At the Bay Area Council Conference, San Francisco, California",http://www.federalreserve.gov/boarddocs/speeches/2002/20020111/default.htm,Bay Area Council Conference,, San Francisco, California,Alan Greenspan,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
16-Jan-02,The history of money,"At the Federal Reserve Bank of New York, Opening of an American Numismatic Society",http://www.federalreserve.gov/boarddocs/speeches/2002/200201163/default.htm,Federal Reserve Bank of New York,, Opening of an American Numismatic Society,,Alan Greenspan,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6
16-Jan-02,Rules and discretion,"At the Owen Graduate School of Management, Vanderbilt University, Nashville, Tennessee",http://www.federalreserve.gov/boarddocs/speeches/2002/200201162/default.htm,Owen Graduate School of Management,, Vanderbilt University, Nashville,Laurence H. Meyer,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9
16-Jan-02,Developments in the U.S. economy: Review and outlook,"Before the Economic Club of Colorado, Denver, Colorado",http://www.federalreserve.gov/boarddocs/speeches/2002/20020116/default.htm,the Economic Club of Colorado,, Denver, Colorado,Roger W. Ferguson,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8
18-Jan-02,Predatory lending,"At the Housing Bureau for Seniors Conference, Ann Arbor, Michigan",http://www.federalreserve.gov/boarddocs/speeches/2002/20020118/default.htm,Housing Bureau for Seniors Conference,, Ann Arbor, Michigan,Edward M. Gramlich,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,12
07-Feb-02,Observations on the evolution of the financial services industry and public policy ,"At the Center for the Study of Mergers and Acquisitions, University of Miami School of Law, Sixth Annual Institute on Mergers and Acquisitions, Miami Beach, Florida",http://www.federalreserve.gov/boarddocs/speeches/2002/20020207/default.htm,Center for the Study of Mergers and Acquisitions,, University of Miami School of Law, Sixth Annua,Mark W. Olson,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9
08-Feb-02,Implementing the Gramm-Leach-Bliley Act: Two years later,"Before the American Law Institute and American Bar Association Washington, D.C.",http://www.federalreserve.gov/boarddocs/speeches/2002/20020208/default.htm,the American Law Institute and American Bar Association Washington,, D.C.,,Mark W. Olson,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6
20-Feb-02,Consumption and the wealth effect: The United States and the United Kingdom,"Before the International Bond Congress, London, U.K.",http://www.federalreserve.gov/boarddocs/speeches/2002/20020220/default.htm,the International Bond Congress,, London, U.K.,Edward M. Gramlich,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
27-Feb-02,A review of economic developments in 2001 and the economic outlook,"At the Canton Forum Speaker Series, Canton, Ohio",http://www.federalreserve.gov/boarddocs/speeches/2002/20020227/default.htm,Canton Forum Speaker Series,, Canton, Ohio,Roger W. Ferguson,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8
28-Feb-02,Saving for retirement,"At the 2002 National Summit on Retirement Savings, the Department of Labor, Washington, D.C.",http://www.federalreserve.gov/boarddocs/speeches/2002/20020228/default.htm,2002 National Summit on Retirement Savings,, the Department of Labor, Washington,Alan Greenspan,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,12
28-Feb-02,Strengthening the financial system of the 21st century through sound accounting and disclosure ,"At the Symposium on Building the Financial System of the 21st Century: An Agenda for Europe and the United States, RÂŸschlikon, Switzerland",http://www.federalreserve.gov/boarddocs/speeches/2002/200202282/default.htm,Symposium on Building the Financial System of the 21st Century: An Agenda for Europe and the Uni,,,,Susan Schmidt Bies,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
01-Mar-02,Lending to lower-income households,"At the National Community Reinvestment Coalition 11th Annual Conference, Washington, D.C.",http://www.federalreserve.gov/boarddocs/speeches/2002/20020301/default.htm,National Community Reinvestment Coalition 11th Annual Conference,, Washington, D.C.,Edward M. Gramlich,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5
04-Mar-02,Back to the future in managing banking risk,"At Washington and Lee University, Lexington, Virginia",http://www.federalreserve.gov/boarddocs/speeches/2002/200203042/default.htm,hington and Lee University,, Lexington, Virginia,Roger W. Ferguson,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9
04-Mar-02,A supervisory perspective on disaster recovery and business continuity,"Before the Institute of International Bankers, Washington, D.C.",http://www.federalreserve.gov/boarddocs/speeches/2002/20020304/default.htm,the Institute of International Bankers,, Washington, D.C.,Roger W. Ferguson,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
07-Mar-02,Macroeconomic policy in recessions--and other times ,"At the Conference on Combating Recessions, Ford School of Public Policy, University of Michigan, Ann Arbor, Michigan, Governor Gramlich presented identical remarks at the Economic Department Lecture, Lake Forest College, Chicago, Illinois, April 12, 2002",http://www.federalreserve.gov/boarddocs/speeches/2002/20020307/default.htm,Conference on Combating Recessions,, Ford School of Public Policy, University of Michigan,Edward M. Gramlich,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9
12-Mar-02,Current industry issues,"At the Government Affairs Conference of America's Community Bankers, Washington, D.C.",http://www.federalreserve.gov/boarddocs/speeches/2002/20020312/default.htm,Government Affairs Conference of America's Community Bankers,, Washington, D.C.,Mark W. Olson,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
13-Mar-02,The U.S. economy,"Before the Independent Community Bankers of America, Honolulu, Hawaii (via satellite)",http://www.federalreserve.gov/boarddocs/speeches/2002/20020313/default.htm,the Independent Community Bankers of America,, Honolulu, Hawaii (via satellite),Alan Greenspan,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
21-Mar-02,Current challenges of community banks,"At the Ohio Bankers Day Conference, Ohio Department of Commerce, Columbus, Ohio",http://www.federalreserve.gov/boarddocs/speeches/2002/20020321/default.htm,Ohio Bankers Day Conference,, Ohio Department of Commerce, Columbus,Susan S. Bies,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
26-Mar-02,Career development in a changing economy,"At the School of Business and Industry, Florida A&M University, Tallahassee, Florida",http://www.federalreserve.gov/boarddocs/speeches/2002/20020326/default.htm,School of Business and Industry,, Florida A&M University, Tallahassee,Mark W. Olson,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9
26-Mar-02,Corporate governance,"At the Stern School of Business, New York University, New York, New York",http://www.federalreserve.gov/boarddocs/speeches/2002/200203262/default.htm,Stern School of Business,, New York University, New York,Alan Greenspan,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9
08-Apr-02,CRA at twenty-five ,"At the Consumer Bankers' Association Community Reinvestment Act Conference, Arlington, Virginia",http://www.federalreserve.gov/boarddocs/speeches/2002/20020408/default.htm,Consumer Bankers' Association Community Reinvestment Act Conference,, Arlington, Virginia,Edward M. Gramlich,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
22-Apr-02,Finance: United States and global,"At the Institute of International Finance, New York, New York, (via videoconference)",http://www.federalreserve.gov/boarddocs/speeches/2002/20020422/default.htm,Institute of International Finance,, New York, New York,Alan Greenspan,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
30-Apr-02,Risk management in a changing economic environment,"Before the Bank Administration Institute, Phoenix, Arizona",http://www.federalreserve.gov/boarddocs/speeches/2002/20020430/default.htm,the Bank Administration Institute,, Phoenix, Arizona,Mark W. Olson,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6
02-May-02,Financial literacy,"At the Financial Literacy Teacher Training Workshop, University of Illinois at Chicago, Chicago, Illinois",http://www.federalreserve.gov/boarddocs/speeches/2002/20020502/default.htm,Financial Literacy Teacher Training Workshop,, University of Illinois at Chicago, Chicago,Edward M. Gramlich,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9
03-May-02,Stock options and related matters,"At the 2002 Financial Markets Conference of the Federal Reserve Bank of Atlanta, Sea Island, Georgia, (via satellite)",http://www.federalreserve.gov/boarddocs/speeches/2002/20020503/default.htm,2002 Financial Markets Conference of the Federal Reserve Bank of Atlanta,, Sea Island, Georgia,Alan Greenspan,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
09-May-02,Implications of 9/11 for the financial services sector,"At the Conference on Bank Structure and Competition, Chicago, Illinois",http://www.federalreserve.gov/boarddocs/speeches/2002/20020509/default.htm,Conference on Bank Structure and Competition,, Chicago, Illinois,Roger W. Ferguson,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
10-May-02,Cyclicality and banking regulation,"At the Conference on Bank Structure and Competition, Federal Reserve Bank of Chicago, Chicago, Illinois",http://www.federalreserve.gov/boarddocs/speeches/2002/20020510/default.htm,Conference on Bank Structure and Competition,, Federal Reserve Bank of Chicago, Chicago,Alan Greenspan,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
11-May-02,Thoughts on success in life,"At Webster University, St. Louis, Missouri",http://www.federalreserve.gov/boarddocs/speeches/2002/20020511/default.htm,ster University,, St. Louis, Missouri,Roger W. Ferguson,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9
13-May-02,Reflections on financial literacy,"Before the National Council on Economic Education, Washington, D.C.",http://www.federalreserve.gov/boarddocs/speeches/2002/20020513/default.htm,the National Council on Economic Education,, Washington, D.C.,Roger W. Ferguson,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,15
17-May-02,Financing options for small business,"At the Small Business Development Conference, Cleveland, Ohio",http://www.federalreserve.gov/boarddocs/speeches/2002/20020517/default.htm,Small Business Development Conference,, Cleveland, Ohio,Mark W. Olson,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
21-May-02,Community and regional banks: Increasing complexity and risk-management needs,"At the 106th Annual Convention of the North Carolina Bankers Association, White Sulphur Springs, West Virginia",http://www.federalreserve.gov/boarddocs/speeches/2002/200205212/default.htm,106th Annual Convention of the North Carolina Bankers Association,, White Sulphur Springs, West V,Roger W. Ferguson,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
21-May-02,A look at the banking industry in 2002,"At the 107th Annual Convention of the Maryland Bankers Association, Palm Beach, Florida",http://www.federalreserve.gov/boarddocs/speeches/2002/20020521/default.htm,107th Annual Convention of the Maryland Bankers Association,, Palm Beach, Florida,Mark W. Olson,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
31-May-02,The dual banking system and the current condition of the banking industry ,"At the Annual Meeting and Conference of the Conference of State Bank Supervisors, Salt Lake City, Utah",http://www.federalreserve.gov/boarddocs/speeches/2002/20020531/default.htm,Annual Meeting and Conference of the Conference of State Bank Supervisors,, Salt Lake City, Utah,Mark W. Olson,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
10-Jun-02,Lessons to be re-learned from recent breakdowns in corporate accounting ,"Before the Institute of International Bankers, New York, New York",http://www.federalreserve.gov/boarddocs/speeches/2002/20020610/default.htm,the Institute of International Bankers,, New York, New York,Susan S. Bies,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
11-Jun-02,Bank performance and corporate governance,"At the 112th Annual Meeting of the Tennessee Bankers Association, Hot Springs, Virginia, Governor Bies presented identical remarks at the South Carolina Bankers Association Annual Meeting, Palm Beach, Florida, June 14, 2002",http://www.federalreserve.gov/boarddocs/speeches/2002/20020611/default.htm,112th Annual Meeting of the Tennessee Bankers Association,, Hot Springs, Virginia,Susan S. Bies,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
20-Jun-02,Banking supervision and its application in developing countries,"At the World Bank Group's Finance Forum 2002, Chantilly, Virginia",http://www.federalreserve.gov/boarddocs/speeches/2002/20020620/default.htm,World Bank Group's Finance Forum 2002,, Chantilly, Virginia,Susan S. Bies,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4
05-Jul-02,Introductory remarks,"At the International Research Forum on Monetary Policy, European Central Bank, Frankfurt, Germany",http://www.federalreserve.gov/boarddocs/speeches/2002/20020705/default.htm,International Research Forum on Monetary Policy,, European Central Bank, Frankfurt,Edward M. Gramlich,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
08-Jul-02,Financial markets regulation in the United States,"At the Second Financial Summit: Challenges and Emerging Risks Facing the Financial Industry, Madrid, Spain",http://www.federalreserve.gov/boarddocs/speeches/2002/20020708/default.htm,Second Financial Summit: Challenges and Emerging Risks Facing the Financial Industry,, Madrid, Sp,Mark W. Olson,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
26-Jul-02,Economic change in rural America,"Before the Fergus Falls Rotary Club, Fergus Falls, Minnesota",http://www.federalreserve.gov/boarddocs/speeches/2002/20020726/default.htm,the Fergus Falls Rotary Club,, Fergus Falls, Minnesota,Mark W. Olson,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8
30-Aug-02,Economic volatility,"At a symposium sponsored by the Federal Reserve Bank of Kansas City, Jackson Hole, Wyoming",http://www.federalreserve.gov/boarddocs/speeches/2002/20020830/default.htm,ymposium sponsored by the Federal Reserve Bank of Kansas City,, Jackson Hole, Wyoming,Alan Greenspan,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
25-Sep-02,World finance and risk management,"At Lancaster House, London, U.K.",http://www.federalreserve.gov/boarddocs/speeches/2002/200209253/default.htm,caster House,, London, U.K.,Alan Greenspan,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,14
25-Sep-02,Policy coordination,"At the opening of the new HM Treasury Building, London, U.K.",http://www.federalreserve.gov/boarddocs/speeches/2002/20020925/default.htm,opening of the new HM Treasury Building,, London, U.K.,Alan Greenspan,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
25-Sep-02,"Regulation, innovation, and wealth creation","Before the Society of Business Economists, London, U.K.",http://www.federalreserve.gov/boarddocs/speeches/2002/200209252/default.htm,the Society of Business Economists,, London, U.K.,Alan Greenspan,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8
28-Sep-02,Bank performance and corporate governance,"Before the Pennsylvania Association of Community Bankers, Memphis, Tennessee",http://www.federalreserve.gov/boarddocs/speeches/2002/20020928/default.htm,the Pennsylvania Association of Community Bankers,, Memphis, Tennessee,Susan S. Bies,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
01-Oct-02,The challenge for corporate governance posed by financial innovation,"At the Carnegie Endowment for International Peace, Washington, D.C.",http://www.federalreserve.gov/boarddocs/speeches/2002/20021001/default.htm,Carnegie Endowment for International Peace,, Washington, D.C.,Susan S. Bies,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6
03-Oct-02,Business continuity after September 11,"At the SWIFT Sibos World Forum, Geneva, Switzerland",http://www.federalreserve.gov/boarddocs/speeches/2002/20021003/default.htm,SWIFT Sibos World Forum,, Geneva, Switzerland,Roger W. Ferguson,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
07-Oct-02,Banking,"At the annual convention of the American Bankers Association, Phoenix, Arizona (via satellite)",http://www.federalreserve.gov/boarddocs/speeches/2002/20021007/default.htm,annual convention of the American Bankers Association,, Phoenix, Arizona (via satellite),Alan Greenspan,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
