multiple_orgs_spoken_to,multiple_org_names_in_BX,BX_spelling,org_spoken_at,Match SubTiesToCode,date_of_speech,year_of_speech,chair_hfsc_name,chair_hfsc_total_raised,chair_hfsc_contribution_from_org,chair_rank_of_contribution,rkmem_hfsc_name,rnkmem_hfsc_total_raised,rnkmem_hfsc_contribution_from_org,rnkmem_rank_of_contribution,name_of_fed_speaker,years_experience_in_tied_org,TieDistanceYrs,org_tie_role,years_to_tie,speech_name,vars.link,raw_spoke_to,spoke_to,finallist,Notes,place_1,place_2,name,position_cat,any_speech,bankersfinance,other_private,otherregulators,io,community_organisations,thinktank,press_association,prof_econ_assoc,university,hearing,trade_assoc,non_finance_gov,nonbuinessadvocacy,social_events,economic_literacy,other,org
,,,University of Wisconsin,,16 Jun 1999,1999,"Leach, James A.S.","$389,098",NONE,NONE,"McCollum, Bill","$7,936,639",NONE,NONE,Edward M. Gramlich,Not Found in Fed Boardex,,,,A policy in Lampman's tradition: The Community Reinvestment Act,http://www.federalreserve.gov/boarddocs/speeches/1999/19990616.htm,"Second Annual Robert J. Lampman Memorial Lecture, University of Wisconsin, Madison",Annual Robert J. Lampman Memorial Lecture,University of Wisconsin,, University of Wisconsin, Madison,Edward M. Gramlich,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9
,,,Y2K National Coordinators ,,22 Jun 1999,1999,"Leach, James A.S.","$389,098",NONE,NONE,"McCollum, Bill","$7,936,639",NONE,NONE,Roger W. Ferguson,none,,,,Public information and public confidence in year 2000,http://www.federalreserve.gov/boarddocs/speeches/1999/19990622.htm,"Before the Second Global Y2K National Coordinators Conference, United Nations, New York, New York",the Second Global Y2K National Coordinators Conference,Y2K National Coordinators ,, United Nations, New York,Roger W. Ferguson,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
,,,the George Washington University Y2K Group,,29 Jul 1999,1999,"Leach, James A.S.","$389,098",NONE,NONE,"McCollum, Bill","$7,936,639",NONE,NONE,Roger W. Ferguson,none,,,,Continuing the countdown to year 2000: Focusing on public disclosure and public confidence,http://www.federalreserve.gov/boarddocs/speeches/1999/19990729.htm,"Before the George Washington University Y2K Group, Washington, D.C.",the George Washington University Y2K Group,the George Washington University Y2K Group,, Washington, D.C.,Roger W. Ferguson,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9
,,Federal Reserve Bank of Kansas City,Federal Reserve Bank of Kansas City,1,27 Aug 1999,1999,"Leach, James A.S.","$389,098",NONE,NONE,"McCollum, Bill","$7,936,639",NONE,NONE,Alan Greenspan,Fed-Fed,,,,New challenges for monetary policy,http://www.federalreserve.gov/boarddocs/speeches/1999/19990827.htm,"Before a symposium sponsored by the Federal Reserve Bank of Kansas City, Jackson Hole, Wyoming",a symposium sponsored by the Federal Reserve Bank of Kansas City,Federal Reserve Bank of Kansas City,, Jackson Hole, Wyoming,Alan Greenspan,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
,,,Gerald R. Ford Foundation and Grand Valley State University,,8 Sep 1999,1999,"Leach, James A.S.","$389,098",NONE,NONE,"McCollum, Bill","$7,936,639",NONE,NONE,Alan Greenspan,none,,,,Maintaining economic vitality,http://www.federalreserve.gov/boarddocs/speeches/1999/19990908.htm,"Millennium Lecture Series, sponsored by the Gerald R. Ford Foundation and Grand Valley State University, Grand Rapids, Michigan",nium Lecture Series,Gerald R. Ford Foundation and Grand Valley State University,, sponsored by the Gerald R. Ford Foundation and Grand Valley State University,,Alan Greenspan,3,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,9
,,,the Philadelphia Council for Business Economics,,8 Sep 1999,1999,"Leach, James A.S.","$389,098",NONE,NONE,"McCollum, Bill","$7,936,639",NONE,NONE,Laurence H. Meyer,none,,,,Q&A on the economic outlook and the challenges facing monetary policy,http://www.federalreserve.gov/boarddocs/speeches/1999/199909082.htm,"Before the Philadelphia Council for Business Economics, Federal Reserve Bank of Philadelphia, Philadelphia, Pennsylvania",the Philadelphia Council for Business Economics,the Philadelphia Council for Business Economics,, Federal Reserve Bank of Philadelphia, Philadelp,Laurence H. Meyer,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8
,,,The National Economists Club,,9 Sep 1999,1999,"Leach, James A.S.","$389,098",NONE,NONE,"McCollum, Bill","$7,936,639",NONE,NONE,Roger W. Ferguson,none,,,,Transparency and responsibility in monetary policy,http://www.federalreserve.gov/boarddocs/speeches/1999/19990909.htm,"Before The National Economists Club, Washington, D.C.",The National Economists Club,The National Economists Club,, Washington, D.C.,Roger W. Ferguson,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8
,,,BusinessLINC,,15 Sep 1999,1999,"Leach, James A.S.","$389,098",NONE,NONE,"McCollum, Bill","$7,936,639",NONE,NONE,Edward M. Gramlich,Not Found in Fed Boardex,,,,Small businesses in the U.S. economy,http://www.federalreserve.gov/boarddocs/speeches/1999/19990915.htm,"Before the BusinessLINC and Small Business Technical Assistance Conference, Washington, D.C.",the BusinessLINC and Small Business Technical Assistance Conference,BusinessLINC,, Washington, D.C.,Edward M. Gramlich,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
,,,National Press Club,,16 Sep 1999,1999,"Leach, James A.S.","$389,098",NONE,NONE,"McCollum, Bill","$7,936,639",NONE,NONE,Edward W. Kelley,Not Found in Fed Boardex,,,,Readiness of financial institutions for the year 2000,http://www.federalreserve.gov/boarddocs/speeches/1999/19990916.htm,"Before the Banking Regulators' News Conference on Y2K Readiness, National Press Club, Washington, D.C.",the Banking Regulators' News Conference on Y2K Readiness,National Press Club,, National Press Club, Washington,Edward W. Kelley,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7
,,,the President's Council on Year 2000 Conversion,,17 Sep 1999,1999,"Leach, James A.S.","$389,098",NONE,NONE,"McCollum, Bill","$7,936,639",NONE,NONE,Alan Greenspan,none,,,,Status of Y2K preparedness,http://www.federalreserve.gov/boarddocs/speeches/1999/19990917.htm,"Before the President's Council on Year 2000 Conversion, Financial Sector Group, Year 2000 Summit, Washington, D.C.",the President's Council on Year 2000 Conversion,the President's Council on Year 2000 Conversion,, Financial Sector Group, Year 2000 Summit,Alan Greenspan,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
,,,University of Michigan,,17 Sep 1999,1999,"Leach, James A.S.","$389,098",NONE,NONE,"McCollum, Bill","$7,936,639",NONE,NONE,Edward M. Gramlich,Not Found in Fed Boardex,,,,Electronic money in the United States,http://www.federalreserve.gov/boarddocs/speeches/1999/199909172.htm,"Before the Electronic Payment Symposium, University of Michigan, Ann Arbor, Michigan",the Electronic Payment Symposium,University of Michigan,, University of Michigan, Ann Arbor,Edward M. Gramlich,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
,,,Carnegie Bosch Institute,,21 Sep 1999,1999,"Leach, James A.S.","$389,098",NONE,NONE,"McCollum, Bill","$7,936,639",NONE,NONE,Roger W. Ferguson,none,,,,Is information technology the key to higher productivity growth in the United States and abroad? ,http://www.federalreserve.gov/boarddocs/speeches/1999/19990921.htm,"Before the 2000 Global Economic and Investment Outlook Conference, Carnegie Bosch Institute, Pittsburgh, Pennsylvania",the 2000 Global Economic and Investment Outlook Conference,Carnegie Bosch Institute,, Carnegie Bosch Institute, Pittsburgh,Roger W. Ferguson,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6
,,,the Institute of International Bankers,,27 Sep 1999,1999,"Leach, James A.S.","$389,098",NONE,NONE,"McCollum, Bill","$7,936,639",NONE,NONE,Alan Greenspan,none,,,,Lessons from the global crises,http://www.federalreserve.gov/boarddocs/speeches/1999/199909272.htm,"Before the World Bank Group and the International Monetary Fund, Program of Seminars, Washington, D.C.",the World Bank Group and the International Monetary Fund,the Institute of International Bankers,, Program of Seminars, Washington,Alan Greenspan,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4
,,,the Institute of International Bankers,,27 Sep 1999,1999,"Leach, James A.S.","$389,098",NONE,NONE,"McCollum, Bill","$7,936,639",NONE,NONE,Laurence H. Meyer,none,,,,An agenda for bank supervision and regulation,http://www.federalreserve.gov/boarddocs/speeches/1999/19990927.htm,"Before the Institute of International Bankers Annual Breakfast Dialogue, Four Seasons Hotel, Washington, D.C.",the Institute of International Bankers Annual Breakfast Dialogue,the Institute of International Bankers,, Four Seasons Hotel, Washington,Laurence H. Meyer,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
,,Georgetown University,Georgetown University,1,28 Sep 1999,1999,"Leach, James A.S.","$389,098",NONE,NONE,"McCollum, Bill","$7,936,639",NONE,NONE,Roger W. Ferguson,none,,,,Year 2000: Ninety-four days and counting ,http://www.federalreserve.gov/boarddocs/speeches/1999/19990928.htm,"Before the Wallenberg Forum at Georgetown University, Washington, D.C.",the Wallenberg Forum at Georgetown University, Georgetown University,, Washington, D.C.,Roger W. Ferguson,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9
,,,the Minnesota Meeting,,30 Sep 1999,1999,"Leach, James A.S.","$389,098",NONE,NONE,"McCollum, Bill","$7,936,639",NONE,NONE,Alan Greenspan,none,,,,Trade and technology,http://www.federalreserve.gov/boarddocs/speeches/1999/19990930.htm,"Before the Minnesota Meeting, Minneapolis, Minnesota",the Minnesota Meeting,the Minnesota Meeting,, Minneapolis, Minnesota,Alan Greenspan,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5
,,,the International Finance Conference,,1 Oct 1999,1999,"Leach, James A.S.","$389,098",NONE,NONE,"McCollum, Bill","$7,936,639",NONE,NONE,Laurence H. Meyer,none,,,,Implications of recent global financial crises for bank supervision and regulation ,http://www.federalreserve.gov/boarddocs/speeches/1999/19991001.htm,"Before the International Finance Conference, Federal Reserve Bank of Chicago, Chicago, Illinois",the International Finance Conference,the International Finance Conference,, Federal Reserve Bank of Chicago, Chicago,Laurence H. Meyer,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
,,,the National Association of Federal Credit Unions,,6 Oct 1999,1999,"Leach, James A.S.","$389,098",NONE,NONE,"McCollum, Bill","$7,936,639",NONE,NONE,Roger W. Ferguson,none,,,,Year 2000: Eighty-six days and counting ,http://www.federalreserve.gov/boarddocs/speeches/1999/19991006.htm,"Before the National Association of Federal Credit Unions, Washington, D.C.",the National Association of Federal Credit Unions,the National Association of Federal Credit Unions,, Washington, D.C.,Roger W. Ferguson,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
,1,American Bankers Association (ABA),the American Bankers Association,1,11 Oct 1999,1999,"Leach, James A.S.","$389,098",NONE,NONE,"McCollum, Bill","$7,936,639","$11,500",18,Alan Greenspan,none,,,,The evolution of bank supervision,http://www.federalreserve.gov/boarddocs/speeches/1999/19991011.htm,"Before the American Bankers Association, Phoenix, Arizona",the American Bankers Association,the American Bankers Association,, Phoenix, Arizona,Alan Greenspan,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
,,,University of Missouri,,12 Oct 1999,1999,"Leach, James A.S.","$389,098",NONE,NONE,"McCollum, Bill","$7,936,639",NONE,NONE,Laurence H. Meyer,none,,,,New challenges for monetary policy: The view from Jackson Hole,http://www.federalreserve.gov/boarddocs/speeches/1999/19991012.htm,"Before the Department of Finance Lecture Series, University of Missouri, Columbia, Missouri",the Department of Finance Lecture Series,University of Missouri,, University of Missouri, Columbia,Laurence H. Meyer,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9
,,,OCC,,14 Oct 1999,1999,"Leach, James A.S.","$389,098",NONE,NONE,"McCollum, Bill","$7,936,639",NONE,NONE,Alan Greenspan,none,,,,Measuring financial risk in the twenty-first century,http://www.federalreserve.gov/boarddocs/speeches/1999/19991014.htm,"Before a conference sponsored by the Office of the Comptroller of the Currency, Washington, D.C.",a conference sponsored by the Office of the Comptroller of the Currency,OCC,, Washington, D.C.,Alan Greenspan,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
,,,the National Italian American Foundation,,15 Oct 1999,1999,"Leach, James A.S.","$389,098",NONE,NONE,"McCollum, Bill","$7,936,639",NONE,NONE,Alan Greenspan,none,,,,"Business, the economy, and the new millenium",http://www.federalreserve.gov/boarddocs/speeches/1999/19991015.htm,"Before the National Italian American Foundation, Washington, D.C.",the National Italian American Foundation,the National Italian American Foundation,, Washington, D.C.,Alan Greenspan,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6
,,,Fed Reserve Bank of Atlanta,,19 Oct 1999,1999,"Leach, James A.S.","$389,098",NONE,NONE,"McCollum, Bill","$7,936,639",NONE,NONE,Alan Greenspan,Fed-Fed,,,,Do efficient financial markets mitigate financial crises?,http://www.federalreserve.gov/boarddocs/speeches/1999/19991019.htm,"Before the 1999 Financial Markets Conference of the Federal Reserve Bank of Atlanta, Sea Island, Georgia",the 1999 Financial Markets Conference of the Federal Reserve Bank of Atlanta,Fed Reserve Bank of Atlanta,, Sea Island, Georgi,Alan Greenspan,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
,,,The Business Council,,28 Oct 1999,1999,"Leach, James A.S.","$389,098",NONE,NONE,"McCollum, Bill","$7,936,639",NONE,NONE,Alan Greenspan,none,,,,"Information, productivity, and capital investment",http://www.federalreserve.gov/boarddocs/speeches/1999/199910282.htm,"Before The Business Council, Boca Raton, Florida",The Business Council,The Business Council,, Boca Raton, Florida,Alan Greenspan,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
,,,the The Bond Market Association,,28 Oct 1999,1999,"Leach, James A.S.","$389,098",NONE,NONE,"McCollum, Bill","$7,936,639",NONE,NONE,Roger W. Ferguson,none,,,,Financial market lessons for bankers and bank supervisors ,http://www.federalreserve.gov/boarddocs/speeches/1999/19991028.htm,"Before the The Bond Market Association, New York, New York",the The Bond Market Association,the The Bond Market Association,, New York, New York,Roger W. Ferguson,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
,,,America's Community Bankers,,2 Nov 1999,1999,"Leach, James A.S.","$389,098",NONE,NONE,"McCollum, Bill","$7,936,639",NONE,NONE,Alan Greenspan,none,,,,Mortgage markets and economic activity,http://www.federalreserve.gov/boarddocs/speeches/1999/19991102.htm,"Before a conference on Mortgage Markets and Economic Activity sponsored by America's Community Bankers, Washington, D.C.",a conference on Mortgage Markets and Economic Activity sponsored by America's Community Bankers,America's Community Bankers,,,,Alan Greenspan,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
,,Georgetown University,Georgetown U,1,4 Nov 1999,1999,"Leach, James A.S.","$389,098",NONE,NONE,"McCollum, Bill","$7,936,639",NONE,NONE,Edward M. Gramlich,Not Found in Fed Boardex,,,,Consumer credit in the 21st century,http://www.federalreserve.gov/boarddocs/speeches/1999/19991104.htm,"Before the 25th Anniversary Conference of the Credit Research Center, Georgetown University's McDonough School of Business, Arlington, Virginia",the 25th Anniversary Conference of the Credit Research Center,Georgetown U,, Georgetown University's McDonough,,Edward M. Gramlich,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9
,,,American Council of Life Insurance,,15 Nov 1999,1999,"Leach, James A.S.","$389,098",NONE,NONE,"McCollum, Bill","$7,936,639",NONE,NONE,Alan Greenspan,none,,,,Insurance companies and banks under the new regulatory law,http://www.federalreserve.gov/boarddocs/speeches/1999/19991115.htm,"Before the Annual Meeting of the American Council of Life Insurance, Washington, D.C.",the Annual Meeting of the American Council of Life Insurance,American Council of Life Insurance,, Washington, D.C.,Alan Greenspan,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
,1,New York University (NYU),NYU Stern School of B,,30 Nov 1999,1999,"Leach, James A.S.","$389,098",NONE,NONE,"McCollum, Bill","$7,936,639",NONE,NONE,Laurence H. Meyer,none,,,,"Start with a paradigm, end with a story: The value of model-based forecasting and policy analysis ",http://www.federalreserve.gov/boarddocs/speeches/1999/19991130.htm,"Before the Stern Graduate School of Business, New York University, New York, New York",the Stern Graduate School of Business,NYU Stern School of B,, New York University, New York,Laurence H. Meyer,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9
,,,Women in Housing and Finance,,15 Dec 1999,1999,"Leach, James A.S.","$389,098",NONE,NONE,"McCollum, Bill","$7,936,639",NONE,NONE,Laurence H. Meyer,none,,,,The implications of financial modernization legislation for bank supervision ,http://www.federalreserve.gov/boarddocs/speeches/1999/19991215.htm,"Before the Symposium on Financial Modernization Legislation, sponsored by Women in Housing and Finance, Washington, D.C.",the Symposium on Financial Modernization Legislation,Women in Housing and Finance,, sponsored by Women in Housing and Finance,,Laurence H. Meyer,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
,,,the National Economic Association,,7 Jan 2000,2000,"Leach, James A.S.","$389,098",NONE,NONE,"McCollum, Bill","$7,936,639",NONE,NONE,Roger W. Ferguson,none,,,,Tale of two continents: A comparison of Asian and Latin American experiences during recent financial turmoil,http://www.federalreserve.gov/boarddocs/speeches/2000/20000107.htm,"Before the National Economic Association, Boston, Massachusetts",the National Economic Association,the National Economic Association,, Boston, Massachusetts,Roger W. Ferguson,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8
,,,the Charlotte Economics Club,,13 Jan 2000,2000,"Leach, James A.S.","$389,098",NONE,NONE,"McCollum, Bill","$7,936,639",NONE,NONE,Edward M. Gramlich,Not Found in Fed Boardex,,,,Inflation targeting,http://www.federalreserve.gov/boarddocs/speeches/2000/20000113.htm,"Before the Charlotte Economics Club, Charlotte, North Carolina",the Charlotte Economics Club,the Charlotte Economics Club,, Charlotte, North Carolina,Edward M. Gramlich,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8
,,,the Economic Club of New York,,13 Jan 2000,2000,"Leach, James A.S.","$389,098",NONE,NONE,"McCollum, Bill","$7,936,639",NONE,NONE,Alan Greenspan,yes - Dates Not Available,,Vice Chairman,,Technology and the economy,http://www.federalreserve.gov/boarddocs/speeches/2000/200001132.htm,"Before the Economic Club of New York, New York, New York",the Economic Club of New York,the Economic Club of New York,, New York, New York,Alan Greenspan,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8
,,,NBER,,14 Jan 2000,2000,"Leach, James A.S.","$389,098",NONE,NONE,"McCollum, Bill","$7,936,639",NONE,NONE,Laurence H. Meyer,none,,,,Supervising LCBOs: Adapting to change,http://www.federalreserve.gov/boarddocs/speeches/2000/20000114.htm,"Before a National Bureau of Economic Research Conference, Prudential Supervision: What Works and What Doesn't, Cheeca Lodge, Islamorada, Florida",a National Bureau of Economic Research Conference,NBER,, Prudential Supervision: What Works and What D,,Laurence H. Meyer,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9
