initialorder,Date,speechtitle,TestimonyHyperlink,name,position_cat1,position_cat2,committefull,CleanFullCommitteeName1,CleanFullCommitteeName2,SubCommittee,duplicatespeech,legislature,full_date,HearingNumber,TranscriptHyperlink,FedLetterCorrespondence,attendance,laughter,SecondTestimony,SpecialInterest,
8,6-Jun-2012,Dodd-Frank Act Implementation,http://www.federalreserve.gov/newsevents/testimony/tarullo20120606a.htm,Daniel K. Tarullo,Governor,,"Committee on Banking, Housing, and Urban Affairs, U.S. Senate, Washington, D.C.","Committee on Banking, Housing, and Urban Affairs",,,,Senate,06/06/2012,"S. Hrg. 112-714
",http://www.gpo.gov/fdsys/pkg/CHRG-112shrg78813/html/CHRG-112shrg78813.htm,2,NA,0,,,
11,29-Mar-2012,Mobile Payments,http://www.federalreserve.gov/newsevents/testimony/braunstein20120329a.htm,Sandra F. Braunstein ,Director,Division of Consumer and Community Affairs,"Committee on Banking, Housing, and Urban Affairs, U.S. Senate, Washington, D.C.","Committee on Banking, Housing, and Urban Affairs",,,,Senate,29/03/2012,"S. Hrg. 112-644
",http://www.gpo.gov/fdsys/pkg/CHRG-112shrg77162/html/CHRG-112shrg77162.htm,,,3,,,
2,14-Nov-2012,Basel III,http://www.federalreserve.gov/newsevents/testimony/gibson20121114a.htm,Michael S. Gibson,Director,Division of Banking Supervision and Regulation,"Committee on Banking, Housing, and Urban Affairs, United States Senate, Washington, D.C.","Committee on Banking, Housing, and Urban Affairs",,,"Michael S. Gibson presented identical remarks before the the Subcommittees on Insurance, Housing and Community Opportunity and Financial Institutions and Consumer Credit, Committee on Financial Services, U.S. House of Representatives on November 29, 2012.",Senate,14/11/2012,"S. Hrg. 112-750
",http://www.gpo.gov/fdsys/pkg/CHRG-112shrg80173/html/CHRG-112shrg80173.htm,,NA,0,,,
149,19-Jun-2007,Consumer credit reports,http://www.federalreserve.gov/newsevents/testimony/braunstein20070619a.htm,Sandra F. Braunstein,Director,Division of Consumer and Community Affairs,"Committee on Financial Services, U.S. House of Representatives",Committee on Financial Services,,,,House,19/06/2007,"110-41
",http://www.gpo.gov/fdsys/pkg/CHRG-110hhrg37557/html/CHRG-110hhrg37557.htm,,,0,,,
6,19-Jun-2012,Bank supervision and risk management,http://www.federalreserve.gov/newsevents/testimony/alvarez20120619a.htm,Scott G. Alvarez,General Counsel,,"Committee on Financial Services, U.S. House of Representatives, Washington, D.C.",Committee on Financial Services,,,,House,19/06/2012,"112-136
",http://www.gpo.gov/fdsys/pkg/CHRG-112hhrg76107/html/CHRG-112hhrg76107.htm,0,"Representatives Bachus, Hensarling, Royce, 
Lucas, Manzullo, Jones, Biggert, Capito, Garrett, Neugebauer, 
McHenry, Pearce, Posey, Fitzpatrick, Westmoreland, Luetkemeyer, 
Huizenga, Duffy, Hayworth, Renacci, Hurt, Dold, Schweikert, 
Grimm, Canseco, Stivers, Fincher; Frank, Waters, Maloney, 
Gutierrez, Velazquez, Watt, Ackerman, Sherman, Meeks, Capuano, 
Hinojosa, Clay, Baca, Lynch, Miller of North Carolina, Scott, 
Green, Cleaver, Moore, Ellison, Perlmutter, Donnelly, Carson, 
Himes, Peters, and Carney.",0,,,
9,17-May-2012,Settlement practices,http://www.federalreserve.gov/newsevents/testimony/alvarez20120517a.htm,Scott G. Alvarez,General Counsel,,"Committee on Financial Services, U.S. House of Representatives, Washington, D.C.",Committee on Financial Services,,,,House,17/05/2012,"112-128
",http://www.gpo.gov/fdsys/pkg/CHRG-112hhrg75734/html/CHRG-112hhrg75734.htm,0,"Representatives Bachus, Hensarling, 
Manzullo, Garrett, Neugebauer, Campbell, McCotter, Pearce, 
Posey, Luetkemeyer, Huizenga, Hayworth, Renacci, Hurt, Dold, 
Schweikert, Grimm, Canseco; Frank, Waters, Maloney, Velazquez, 
Watt, McCarthy of New York, Miller of North Carolina, Scott, 
Green, Cleaver, Ellison, Himes, and Carney.",0,,,
48,4-Feb-2011,Commercial Real Estate,http://www.federalreserve.gov/newsevents/testimony/parkinson20110204a.htm,Patrick M. Parkinson,Director,Division of Banking Supervision and Regulation,Congressional Oversight Panel,Congressional Oversight Panel,,,,Joint,04/02/2011,,,,,,,,
73,27-Jan-2010,Commercial Real Estate,http://www.federalreserve.gov/newsevents/testimony/greenlee20100127a.htm,Jon D. Greenlee,Associate Director,Division of Banking Supervision and Regulation,Congressional Oversight Panel Field Hearing,Congressional Oversight Panel,,,,Joint,27/01/2010,,,,,,,,
42,4-Mar-2011,Term Asset-Backed Securities Loan Facility,http://www.federalreserve.gov/newsevents/testimony/nelson20110304a.htm,William R. Nelson,Deputy Director,Division of Monetary Affairs,"Congressional Oversight Panel for the Troubled Asset Relief Program, U.S. Congress",Congressional Oversight Panel for the Troubled Asset Relief Program,,,,Joint,04/03/2011,,,,,,,,
60,26-May-2010,Government assistance to AIG,http://www.federalreserve.gov/newsevents/testimony/alvarez20100526a.htm,Scott G. Alvarez,General Counsel,,"Congressional Oversight Panel, U.S. Congress",Congressional Oversight Panel,,,,Joint,26/05/2010,,,,,,,,
277,11-Apr-2000,Hedge funds and over-the-counter derivatives,http://www.federalreserve.gov/boarddocs/testimony/2000/20000411.htm,Patrick M. Parkinson,Associate Director,Division of Research and Statistics,"Domestic and International Monetary Policy of the Committee on Banking and Financial Services, U.S. House of Representatives",Committee on Banking and Financial Services,,,,House,11/04/2000,,,,,,,,
278,28-Mar-2000,Distribution of coin and currency,http://www.federalreserve.gov/boarddocs/testimony/2000/20000328.htm,Louise L. Roseman,Director,Division of Reserve Bank Operations and Payment Systems,"Domestic and International Monetary Policy of the Committee on Banking and Financial Services, U.S. House of Representatives",Committee on Banking and Financial Services,Subcommittee on Domestic and International Monetary Policy,1,,House,28/03/2000,,,,,,,,
341,24-Feb-1998,The Federal Reserve's semiannual report on economic conditions and the conduct of monetary policy,http://www.federalreserve.gov/boarddocs/hh/1998/february/testimony.htm,Alan Greenspan,Chairman,,"Domestic and International Monetary Policy of the Committee on Banking and Financial Services, U.S. House of Representatives",Committee on Banking and Financial Services,Subcommittee on Domestic and International Monetary Policy,1,,House,24/02/1998,,,,,,,,
350,21-Oct-1997,"H.R. 2637, the United States $1 Coin Act of 1997",http://www.federalreserve.gov/boarddocs/testimony/1997/19971021.htm,Theodore Allison,Assistant to the Board for Federal Reserve System Affairs,,"Domestic and International Monetary Policy of the Committee on Banking and Financial Services, U.S. House of Representatives",Committee on Banking and Financial Services,Subcommittee on Domestic and International Monetary Policy,1,,House,21/10/1997,,,,,,,,
353,1-Oct-1997,New-design $50 notes and quality assurance,http://www.federalreserve.gov/boarddocs/testimony/1997/199710012.htm,Theodore Allison,Assistant to the Board for Federal Reserve System Affairs,,"Domestic and International Monetary Policy of the Committee on Banking and Financial Services, U.S. House of Representatives",Committee on Banking and Financial Services,Subcommittee on Domestic and International Monetary Policy,1,,House,01/10/1997,,,,,,,,
356,16-Sep-1997,Role of the Federal Reserve in the payment system,http://www.federalreserve.gov/boarddocs/testimony/1997/19970916.htm,Alice M. Rivlin,Vice Chair,,"Domestic and International Monetary Policy of the Committee on Banking and Financial Services, U.S. House of Representatives",Committee on Banking and Financial Services,Subcommittee on Domestic and International Monetary Policy,1,,House,16/09/1997,,,,,,,,
361,22-Jul-1997,The Federal Reserve's semiannual monetary policy report,http://www.federalreserve.gov/boarddocs/hh/1997/july/testimony.htm,Alan Greenspan,Chairman,,"Domestic and International Monetary Policy of the Committee on Banking and Financial Services, U.S. House of Representatives",Committee on Banking and Housing,,,,House,22/07/1997,,,,,,,,
313,8-Oct-1998,Overall impact of euro banknotes on the demand for U.S. currency,http://www.federalreserve.gov/boarddocs/testimony/1998/19981008.htm,Theodore E. Allison,Assistant to the Board for Federal Reserve System Affairs,,"Domestic and International Monetary Policy, Committee on Banking and Financial Services, U.S. House of Representatives",Committee on Banking and Financial Services,Subcommittee on Domestic and International Monetary Policy,1,,House,08/10/1998,,,,,,,,
185,11-May-2005,The Basel II Accord and H.R. 1226,http://www.federalreserve.gov/boarddocs/testimony/2005/20050511/default.htm,Susan Schmidt Bies,Governor,,"Domestic and International Monetary Policy, Trade, and Technology and the Subcommittee on Financial Institutions and Consumer Credit, Committee on Financial Services, U.S. House of Representatives",Committee on Financial Services,"Subcommittee on Domestic and International Monetary Policy, Trade, and Technology and the Subcommittee on Financial Institutions and Consumer Credit",1,,House,11/05/2005,"109-27
",http://www.gpo.gov/fdsys/pkg/CHRG-109hhrg25388/html/CHRG-109hhrg25388.htm,,,3,,,
129,5-Mar-2008,Sovereign wealth funds,http://www.federalreserve.gov/newsevents/testimony/alvarez20080305a.htm,Scott G. Alvarez,General Counsel,,"Domestic and International Monetary Policy, Trade, and Technology, and the Subcommittee on Capital Markets, Insurance, and Government Sponsored Enterprises, Committee on Financial Services, U.S. House of Representatives",Committee on Financial Services,"Subcommittee on Domestic and International Monetary Polity, Trade, and Technology, and the Subcommittee on Capital Markets, Insurance, and Government Sponsored Enterprises ",1,,House,05/03/2008,"110-94
",http://www.gpo.gov/fdsys/pkg/CHRG-110hhrg41725/html/CHRG-110hhrg41725.htm,,,2,,,
127,2-Apr-2008,Internet gambling,http://www.federalreserve.gov/newsevents/testimony/roseman20080402a.htm,Louise L. Roseman,Director,Division of Reserve Bank Operations and Payment Systems,"Domestic and International Monetary Policy, Trade, and Technology, Committee on Financial Services, U.S. House of Representatives",Committee on Financial Services,"Subcommittee on Domestic and International Monetary Policy, Trade, and Technology",1,,House,02/04/2008,"110-102
",http://www.gpo.gov/fdsys/pkg/CHRG-110hhrg42714/html/CHRG-110hhrg42714.htm,,,5,,,
164,19-Jul-2006,Coin and currency issues,http://www.federalreserve.gov/newsevents/testimony/roseman20060719a.htm,Louise L. Roseman,Director,Division of Reserve Bank Operations and Payment Systems,"Domestic and International Monetary Policy, Trade, and Technology, Committee on Financial Services, U.S. House of Representatives",Committee on Financial Services,"Subcommittee on Domestic and International Monetary Policy, Trade, and Technology",1,,House,19/07/2006,"109-109
",http://www.gpo.gov/fdsys/pkg/CHRG-109hhrg31538/html/CHRG-109hhrg31538.htm,,,5,,,
199,28-Apr-2004,Federal Reserve's activities in currency design and coin distribution,http://www.federalreserve.gov/boarddocs/testimony/2004/20040428/default.htm,Jeffrey Marquardt,Associate Director,Reserve Bank Operations and Payment Systems,"Domestic and International Monetary Policy, Trade, and Technology, Committee on Financial Services, U.S. House of Representatives",Committee on Financial Services,"Subcommittee on Domestic and International Monetary Policy, Trade, and Technology",1,,House,28/04/2004,"108-82
",http://www.gpo.gov/fdsys/pkg/CHRG-108hhrg96545/html/CHRG-108hhrg96545.htm,,,1,,,
228,27-Feb-2003,Basel II,http://www.federalreserve.gov/boarddocs/testimony/2003/200302272/default.htm,"man, Roger W. Ferguson Jr.",Vice Chair,,"Domestic and International Monetary Policy, Trade, and Technology, Committee on Financial Services, U.S. House of Representatives",Committee on Financial Services,"Subcommittee on Domestic and International Monetary Policy, Trade, and Technology",1,,House,27/02/2003,"108-5
",http://www.gpo.gov/fdsys/pkg/CHRG-108hhrg86852/html/CHRG-108hhrg86852.htm,,,7,,,
35,1-Jun-2011,Federal Reserve Lending Disclosures,http://www.federalreserve.gov/newsevents/testimony/alvarez20110601a.htm,Scott G. Alvarez,General Counsel,"and Thomas C. Baxter Jr., General Counsel, Federal Reserve Bank of New York","Domestic Monetary Policy and Technology, Committee on Financial Services, U.S. House of Representatives",Committee on Financial Services,"Subcommittee on Domestic and International Monetary Policy, Trade, and Technology",1,,House,01/06/2011,"112-35
",http://www.gpo.gov/fdsys/pkg/CHRG-112hhrg67930/html/CHRG-112hhrg67930.htm,,,0,,,
57,20-Jul-2010,The state of U.S. coins and currency,http://www.federalreserve.gov/newsevents/testimony/roseman20100720a.htm,Louise L. Roseman,Director,Division of Reserve Bank Operations and Payment Systems,"Domestic Monetary Policy and Technology, Committee on Financial Services, U.S. House of Representatives",Committee on Financial Services,"Subcommittee on Domestic and International Monetary Policy, Trade, and Technology",1,,House,20/07/2010,"111-145
",http://www.gpo.gov/fdsys/pkg/CHRG-111hhrg61849/html/CHRG-111hhrg61849.htm,,,0,,,
86,16-Jul-2009,Consumer protection,http://www.federalreserve.gov/newsevents/testimony/duke20090716a.htm,Elizabeth A. Duke,Governor,,"Domestic Monetary Policy and Technology, Committee on Financial Services, U.S. House of Representatives",Committee on Financial Services,"Subcommittee on Domestic and International Monetary Policy, Trade, and Technology",1,,House,16/07/2009,"111-60
",http://www.gpo.gov/fdsys/pkg/CHRG-111hhrg53240/html/CHRG-111hhrg53240.htm,,,0,,,
88,9-Jul-2009,Federal Reserve independence,http://www.federalreserve.gov/newsevents/testimony/kohn20090709a.htm,Donald L. Kohn,Vice Chairman,,"Domestic Monetary Policy and Technology, Committee on Financial Services, U.S. House of Representatives",Committee on Financial Services,"Subcommittee on Domestic and International Monetary Policy, Trade, and Technology",1,,House,09/07/2009,"111-53
",http://www.gpo.gov/fdsys/pkg/CHRG-111hhrg53234/html/CHRG-111hhrg53234.htm,,,0,,1,
76,2-Nov-2009,Residential and commercial real estate,http://www.federalreserve.gov/newsevents/testimony/greenlee20091102a.htm,Jon D. Greenlee,Associate Director,Division of Banking Supervision and Regulation,"Domestic Policy, Committee on Oversight and Government Reform, U.S. House of Representatives",Committee on Oversight and Government Reform,Subcommittee on Domestic Policy,1,,House,02/11/2009,,,,,,,,
142,24-Oct-2007,The Community Reinvestment Act and fair lending examination processes,http://www.federalreserve.gov/newsevents/testimony/braunstein20071024a.htm,Sandra F. Braunstein,Director,Division of Consumer and Community Affairs,"Domestic Policy, Committee on Oversight and Government Reform, U.S. House of Representatives",Committee on Oversight and Government Reform,Subcommittee on Domestic Policy,,,House,24/10/2007,,,,,,,,
152,21-May-2007,"Bank mergers, Community Reinvestment Act enforcement, subprime mortgage lending, and foreclosures",http://www.federalreserve.gov/newsevents/testimony/braunstein20070521a.htm,Sandra Braunstein,Director,Division of Consumer and Community Affairs,"Domestic Policy, Committee on Oversight and Government Reform, U.S. House of Representatives",Committee on Oversight and Government Reform,Subcommittee on Domestic Policy,1,,House,21/05/2007,,,,,,,,
196,11-Mar-2004,Education,http://www.federalreserve.gov/boarddocs/testimony/2004/20040311/default.htm,Alan Greenspan,Chairman,,"Education and the Workforce, U.S. House of Representatives",Committee on Education and the Workforce,,,,House,11/03/2004,,,,,,,,
265,21-Sep-2000,The economic importance of improving math-science education,http://www.federalreserve.gov/boarddocs/testimony/2000/20000921.htm,Alan Greenspan,Chairman,,"Education and the Workforce, U.S. House of Representatives",Committee on Education and the Workforce,,,,House,21/09/2000,,,,,,,,
219,10-Jun-2003,Natural gas and supply issues,http://www.federalreserve.gov/boarddocs/testimony/2003/20030610/default.htm,Alan Greenspan,Chairman,,"Energy and Commerce, U.S. House of Representatives",Committee on Energy and Commerce,,,,House,10/06/2003,,,,,,,,
216,10-Jul-2003,Natural gas supply,http://www.federalreserve.gov/boarddocs/testimony/2003/20030710/default.htm,Alan Greenspan,Chairman,,"Energy and Natural Resources, U.S. Senate",Committee on Energy and National Resources,,,,Senate,10/07/2003,,,,,,,,
269,12-Jul-2000,"H.R. 4541, the Commodity Futures Modernization Act of 2000",http://www.federalreserve.gov/boarddocs/testimony/2000/20000712.htm,Patrick M. Parkinson,Associate Director,Division of Research and Statistics,"Finance and Hazardous Materials of the Committee on Commerce, U.S. House of Representatives",Committee on Commerce,Subcommittee on Finance and Hazardous Materials,1,,House,12/07/2000,,,,,,,,
330,4-Jun-1998,Implications of developments in electronic commerce,http://www.federalreserve.gov/boarddocs/testimony/1998/19980604.htm,Roger W. Ferguson Jr.,Governor,,"Finance and Hazardous Materials of the Committee on Commerce, U.S. House of Representatives",Committee on Commerce,Subcommittee on Finance and Hazardous Materials,1,,House,04/06/1998,,,,,,,,
362,17-Jul-1997,The Financial Services Competition Act of 1997,http://www.federalreserve.gov/boarddocs/testimony/1997/19970717.htm,Alan Greenspan,Chairman,,"Finance and Hazardous Materials of the Committee on Commerce, U.S. House of Representatives",Committee on Commerce,Subcommittee on Finance and Hazardous Materials,1,,House,17/07/1997,,,,,,,,
294,28-Apr-1999,H.R. 10 and financial modernization,http://www.federalreserve.gov/boarddocs/testimony/1999/19990428.htm,Alan Greenspan,Chairman,,"Finance and Hazardous Materials, Committee on Commerce, U.S. House of Representatives",Committee on Commerce,Subcommittee on Finance and Hazardous Materials,1,,House,28/04/1999,,,,,,,,
303,3-Mar-1999,On investing the social security trust fund in equities,http://www.federalreserve.gov/boarddocs/testimony/1999/19990303.htm,Alan Greenspan,Chairman,,"Finance and Hazardous Materials, Committee on Commerce, U.S. House of Representatives",Committee on Commerce,Subcommittee on Finance and Hazardous Materials,1,,House,03/03/1999,,,,,,,,
180,23-Jun-2005,China,http://www.federalreserve.gov/boarddocs/testimony/2005/20050623/default.htm,Alan Greenspan,Chairman,,"Finance, U.S. Senate",Committee on Finance,,,,Senate,23/06/2005,,,,,,,,
258,4-Apr-2001,Trade policy,http://www.federalreserve.gov/boarddocs/testimony/2001/200104042/default.htm,Alan Greenspan,Chairman,,"Finance, U.S. Senate",Committee on Finance,,,,Senate,04/04/2001,,,,,,,,
309,9-Feb-1999,The budget surplus and social security,http://www.federalreserve.gov/boarddocs/testimony/1999/19990209.htm,Edward M. Gramlich,Governor,,"Finance, U.S. Senate",Committee on Finance,,,"Governor Gramlich presented identical testimony before the Committee on Ways and Means, U.S. House of Representatives, on February 23, 1999",Senate,09/02/1999,,,,,,,,
319,9-Sep-1998,Social security reform,http://www.federalreserve.gov/boarddocs/testimony/1998/19980909.htm,Edward M. Gramlich,Governor,,"Finance, U.S. Senate",Committee on Finance,,,,Senate,09/09/1998,,,,,,,,
372,30-Jan-1997,The comsumer price index,http://www.federalreserve.gov/boarddocs/testimony/1997/19970130.htm,Alan Greenspan,Chairman,,"Finance, U.S. Senate",Committee on Finance,,,,Senate,30/01/1997,,,,,,,,
54,2-Sep-2010,Causes of the Recent Financial and Economic Crisis,http://www.federalreserve.gov/newsevents/testimony/bernanke20100902a.htm,Ben S. Bernanke,Chairman,,Financial Crisis Inquiry Commission,Financial Crisis Inquiry Commission,,,,Joint,02/09/2010,,,,,,,,
55,1-Sep-2010,The Acquisition of Wachovia Corporation by Wells Fargo & Company,http://www.federalreserve.gov/newsevents/testimony/alvarez20100901a.htm,Scott G. Alvarez,General Counsel,,Financial Crisis Inquiry Commission,Financial Crisis Inquiry Commission,,,,Joint,01/09/2010,,,,,,,,
250,2-Aug-2001,The securities activities of banks,http://www.federalreserve.gov/boarddocs/testimony/2001/20010802/default.htm,Laurence H. Meyer,Governor,,"Financial Institutions and Consumer Credit and the Subcommittee on Capital Markets, Insurance and Government Sponsored Enterprises of the Committee on Financial Services, U.S. House of Representatives",Committee on Financial Services,"Subcommittee on Financial Institutions and Consumer Credit and the Subcommittee on Capital Markets, Insurance and Government Sponsored Enterprises ",1,,House,02/08/2001,"107-43
",http://www.gpo.gov/fdsys/pkg/CHRG-107hhrg74626/html/CHRG-107hhrg74626.htm,,,6,,,
286,21-Jul-1999,Financial privacy issues,http://www.federalreserve.gov/boarddocs/testimony/1999/19990721.htm,Edward M. Gramlich,Governor,,"Financial Institutions and Consumer Credit of the Committee on Banking and Financial Services, U.S. House of Representatives",Committee on Banking and Financial Services,Subcommittee on Financial Institutions and Consumer Credit,1,,House,21/07/1999,,,,,,,,
324,16-Jul-1998,Comment on a draft banking regulatory relief bill,http://www.federalreserve.gov/boarddocs/testimony/1998/19980716.htm,Laurence H. Meyer,Governor,,"Financial Institutions and Consumer Credit of the Committee on Banking and Financial Services, U.S. House of Representatives",Committee on Banking and Financial Services,Subcommittee on Financial Institutions and Consumer Credit,1,,House,16/07/1998,,,,,,,,
351,8-Oct-1997,The Federal Reserve's supervisory processes,http://www.federalreserve.gov/boarddocs/testimony/1997/199710082.htm,Susan M. Phillips,Governor,,"Financial Institutions and Consumer Credit of the Committee on Banking and Financial Services, U.S. House of Representatives",Committee on Banking and Financial Services,Subcommittee on Financial Institutions and Consumer Credit,1,,House,08/10/1997,,,,,,,,
355,24-Sep-1997,,http://www.federalreserve.gov/boarddocs/testimony/1997/19970924.htm,Laurence H. Meyer,Governor,,"Financial Institutions and Consumer Credit of the Committee on Banking and Financial Services, U.S. House of Representatives",Committee on Banking and Financial Services,Subcommittee on Financial Institutions and Consumer Credit,1,,House,24/09/1997,,,,,,,,
371,13-Feb-1997,Modernization of the financial system,http://www.federalreserve.gov/boarddocs/testimony/1997/19970213.htm,Alan Greenspan,Chairman,,"Financial Institutions and Consumer Credit of the Committee on Banking and Financial Services, U.S. House of Representatives",Committee on Banking and Financial Services,Subcommittee on Financial Institutions and Consumer Credit,1,,House,13/02/1997,,,,,,,,
253,12-Jul-2001,The Consumer Rental Purchase Agreement Act,http://www.federalreserve.gov/boarddocs/testimony/2001/20010712/default.htm,Dolores S. Smith,Director,Division of Consumer and Community Affairs,Financial Institutions and Consumer Credit of the Committee on Financial Services of the U.S. House of Representatives,Committee Financial Services,Subcommittee on Financial Institutions and Consumer Credit,1,,House,12/07/2001,"107-33
",http://www.gpo.gov/fdsys/pkg/CHRG-107hhrg74030/html/CHRG-107hhrg74030.htm,,,1,,,
223,8-Apr-2003,Check clearing for the Twenty-first Century Act,http://www.federalreserve.gov/boarddocs/testimony/2003/20030408/default.htm,"man, Roger W. Ferguson Jr.",Vice Chair,,"Financial Institutions and Consumer Credit of the Committee on Financial Services, U.S. House of Representatives",Committee Financial Services,Subcommittee on Financial Institutions and Consumer Credit,1,,House,08/04/2003,"108-20
",http://www.gpo.gov/fdsys/pkg/CHRG-108hhrg89408/html/CHRG-108hhrg89408.htm,,,17,,,
225,27-Mar-2003,Financial Services Regulatory Relief Act of 2003,http://www.federalreserve.gov/boarddocs/testimony/2003/20030327/default.htm,Mark W. Olson,Governor,,"Financial Institutions and Consumer Credit of the Committee on Financial Services, U.S. House of Representatives",Committee Financial Services,Subcommittee on Financial Institutions and Consumer Credit,1,,House,27/03/2003,"108-15
",http://www.gpo.gov/fdsys/pkg/CHRG-108hhrg89080/html/CHRG-108hhrg89080.htm,,,0,,,
226,5-Mar-2003,"Business Checking Freedom Act of 2003, H.R. 758 and H.R. 859",http://www.federalreserve.gov/boarddocs/testimony/2003/20030305/default.htm,Donald L. Kohn,Governor,,"Financial Institutions and Consumer Credit of the Committee on Financial Services, U.S. House of Representatives",Committee Financial Services,Subcommittee on Financial Institutions and Consumer Credit,1,,House,05/03/2003,"108-8
",http://www.gpo.gov/fdsys/pkg/CHRG-108hhrg87234/html/CHRG-108hhrg87234.htm,,,11,,,
233,25-Sep-2002,The proposed Check Clearing for the 21st Century Act,http://www.federalreserve.gov/boarddocs/testimony/2002/20020925/default.htm,"man, Roger W. Ferguson Jr.",Vice Chair,,"Financial Institutions and Consumer Credit of the Committee on Financial Services, U.S. House of Representatives",Committee Financial Services,Subcommittee on Financial Institutions and Consumer Credit,1,,House,25/09/2002,"107-84
",http://www.gpo.gov/fdsys/pkg/CHRG-107hhrg83587/html/CHRG-107hhrg83587.htm,,,8,,,
241,14-Mar-2002,The Financial Services Regulatory Relief Act of 2002,http://www.federalreserve.gov/boarddocs/testimony/2002/20020314/default.htm,Mark W. Olson,Governor,,"Financial Institutions and Consumer Credit of the Committee on Financial Services, U.S. House of Representatives",Committee Financial Services,Subcommittee on Financial Institutions and Consumer Credit,1,,House,14/03/2002,"107-62
",http://www.gpo.gov/fdsys/pkg/CHRG-107hhrg78401/html/CHRG-107hhrg78401.htm,,,7,,,
247,1-Nov-2001,How is the credit card industry treating its customers?,http://www.federalreserve.gov/boarddocs/testimony/2001/20011101/default.htm,Dolores S. Smith,Director,Division of Consumer and Community Affairs,"Financial Institutions and Consumer Credit of the Committee on Financial Services, U.S. House of Representatives",Committee Financial Services,Subcommittee on Financial Institutions and Consumer Credit,1,,House,01/11/2001,"107-49
",http://www.gpo.gov/fdsys/pkg/CHRG-107hhrg76183/html/CHRG-107hhrg76183.htm,,,7,,,
251,26-Jul-2001,Federal deposit insurance reform,http://www.federalreserve.gov/boarddocs/testimony/2001/20010726/default.htm,Laurence H. Meyer,Governor,,"Financial Institutions and Consumer Credit of the Committee on Financial Services, U.S. House of Representatives",Committee Financial Services,Subcommittee on Financial Institutions and Consumer Credit,1,,House,26/07/2001,"107-39
",http://www.gpo.gov/fdsys/pkg/CHRG-107hhrg74493/html/CHRG-107hhrg74493.htm,,,4,,,
99,19-Mar-2009,Protections for users of credit cards and overdraft services,http://www.federalreserve.gov/newsevents/testimony/braunstein20090319a.htm,Sandra F. Braunstein,Director,Division of Consumer and Community Affairs,"Financial Institutions and Consumer Credit, Committee of Financial Services, U.S. House of Representatives",Committee Financial Services,Subcommittee on Financial Institutions and Consumer Credit,1,,House,19/03/2009,"111-17
",http://www.gpo.gov/fdsys/pkg/CHRG-111hhrg48870/html/CHRG-111hhrg48870.htm,,,0,,,
288,16-Jun-1999,Loan-loss reserves,http://www.federalreserve.gov/boarddocs/testimony/1999/19990616.htm,Laurence H. Meyer,Governor,,"Financial Institutions and Consumer Credit, Committee on Banking and Financial Services, U.S. House of Representatives",Committee on Banking and Financial Services,Subcommittee on Financial Institutions and Consumer Credit,1,,House,16/06/1999,,,,,,,,
292,12-May-1999,Comments on H.R. 1585 and regulatory streamlining,http://www.federalreserve.gov/boarddocs/testimony/1999/19990512.htm,Laurence H. Meyer,Governor,,"Financial Institutions and Consumer Credit, Committee on Banking and Financial Services, U.S. House of Representatives",Committee on Banking and Financial Services,Subcommittee on Financial Institutions and Consumer Credit,1,,House,12/05/1999,,,,,,,,
299,24-Mar-1999,Hedge funds,http://www.federalreserve.gov/boarddocs/testimony/1999/19990324.htm,Laurence H. Meyer,Governor,,"Financial Institutions and Consumer Credit, Committee on Banking and Financial Services, U.S. House of Representatives",Committee on Banking and Financial Services,Subcommittee on Financial Institutions and Consumer Credit,1,,House,24/03/1999,,,,,,,,
300,24-Mar-1999,Hedge funds,http://www.newyorkfed.org/newsevents/speeches/1999/mcd990324.html,William J. McDonough,President,Federal Reserve Bank of New York,"Financial Institutions and Consumer Credit, Committee on Banking and Financial Services, U.S. House of Representatives",Committee on Banking and Financial Services,Subcommittee on Financial Institutions and Consumer Credit,1,,House,24/03/1999,,,,,,,,
102,11-Mar-2009,Mortgage lending reform,http://www.federalreserve.gov/newsevents/testimony/braunstein20090311a.htm,Sandra F. Braunstein,Director,Division of Consumer and Community Affairs,"Financial Institutions and Consumer Credit, Committee on Financial Services, U.S House of Representatives",Committee on Financial Services,Subcommittee on Financial Institutions and Consumer Credit,1,"Ms. Braunstein presented identical remarks before the Committee on Financial Services, U.S. House of Representatives, on April 23, 2009",House,11/03/2009,"111-11
",http://www.gpo.gov/fdsys/pkg/CHRG-111hhrg48864/html/CHRG-111hhrg48864.htm,,,1,,,
20,1-Feb-2012,Banking Supervision,http://www.federalreserve.gov/newsevents/testimony/bertsch20120201a.htm,Kevin M. Bertsch,Associate Director,Division of Banking Supervision and Regulation,"Financial Institutions and Consumer Credit, Committee on Financial Services, U.S. House of Representatives",Committee on Financial Services,Subcommittee on Financial Institutions and Consumer Credit,1,,House,01/02/2012,"112-97
",http://www.gpo.gov/fdsys/pkg/CHRG-112hhrg75069/html/CHRG-112hhrg75069.htm,,,2,,,
26,16-Aug-2011,Banking Supervision and Regulation,http://www.federalreserve.gov/newsevents/testimony/bertsch20110812.htm,Kevin M. Bertsch,Associate Director,Division of Banking Supervision and Regulation,"Financial Institutions and Consumer Credit, Committee on Financial Services, U.S. House of Representatives",Committee on Financial Services,Subcommittee on Financial Institutions and Consumer Credit,1,,House,16/08/2011,"112-54
",http://www.gpo.gov/fdsys/pkg/CHRG-112hhrg67949/html/CHRG-112hhrg67949.htm,,,3,,,
